Date,Location,Operator,Type,Aboard,Fatalities,Ground,Operator_Category,Month,Year
1933-01-24,"Eugene, Oregon",PacifiAir Transport,Ford 5-AT-D,3.0,1.0,0.0,other,1,1933
1933-03-11,"Near Mendoza, Argentina",Pan American Grace Airways,Fairchild FC-2W,2.0,2.0,0.0,commercial,3,1933
1933-03-25,"Hayward, California",Varney Airlines,Lockheed Orion 9,3.0,3.0,11.0,commercial,3,1933
1933-03-28,"Near Dixmude, Belgium",Imperial Airways,Armstrong Whitworth Argosy II,15.0,15.0,0.0,commercial,3,1933
1933-04-03,"Hemkenrode, Germany",Deutsche Lufthansa,Junkers F-13,2.0,1.0,0.0,other,4,1933
1933-04-04,"Off Barnegat, New Jersey",Military - U.S. Navy,Goodyear-Zeppelin U.S.S. Akron (airship),76.0,73.0,0.0,military,4,1933
1933-04-23,"Mt. Terrione, Italy",Air Orient,Cams 33,6.0,6.0,0.0,commercial,4,1933
1933-04-29,"Traunstein, Germany",Eurasia,Junkers W-34,4.0,4.0,0.0,other,4,1933
1933-05-09,"Viladrau, Spain",Aeropostale - La Tecoere Company,Latecoere 28-1,6.0,6.0,0.0,other,5,1933
1933-06-02,"Bowling Green, Virginia",Eastern Air Transport,Pitcairns PA-6,1.0,1.0,0.0,commercial,6,1933
1933-08-29,"Quay, New Mexico",Trans Continental and Western Air,Ford 5-AT-B Tri Motor,5.0,5.0,0.0,commercial,8,1933
1933-09-12,"Ljubljana, Yugoslavia",Aeroput,Farman F-306,8.0,8.0,0.0,other,9,1933
1933-10-10,"Chesterton, Indiana",United Air Lines,Boeing 247-D,10.0,10.0,0.0,commercial,10,1933
1933-10-31,"Etobon, France",Air France,Farman F-301,2.0,2.0,0.0,commercial,10,1933
1933-11-10,"Moriarty, New Mexico",Trans Continental and Western Air,Northrop Delta,1.0,1.0,0.0,commercial,11,1933
1933-11-21,"Near Kharkov, Ukraine, USSR",Kalinin,Kalinin K-7,20.0,14.0,0.0,other,11,1933
1933-11-24,"Wedron, Illinois",National Air Transport,Boeing 247,2.0,2.0,0.0,commercial,11,1933
1933-12-11,"Hamburg, Germany",Deutsche Lufthansa,Focke-Wulf A-17,8.0,7.0,0.0,other,12,1933
1933-12-14,"Eshowe, South Africa",Union Airways,Junkers W-34,6.0,4.0,0.0,commercial,12,1933
1933-12-30,"Near Ruysselede, Belgium",Imperial Airways,Avro 10,10.0,10.0,0.0,commercial,12,1933
1934-01-15,"Corbigny, France",Air France,Dewoitine D-332,14.0,14.0,0.0,commercial,1,1934
1934-01-20,"Carombe, France",Air France,Breguet 280T,2.0,2.0,0.0,commercial,1,1934
1934-02-23,"Near Salt Lake City, Utah",Boeing Aircraft Company,Boeing 247,8.0,8.0,0.0,other,2,1934
1934-02-26,"Rio de Oro, Morocco",Air France,Latécoère 28,6.0,1.0,0.0,commercial,2,1934
1934-03-10,"Pereira, Colombia",Pan American Airways (Scadta),Sikorsky S-38 Flying Boat,6.0,5.0,0.0,commercial,3,1934
1934-03-22,"Near Lima, Peru",Pan American Grace Airlines,Ford 5-AT-C Tri-Motor,15.0,3.0,0.0,commercial,3,1934
1934-04-10,"Ningpo Bay, China",China National Aviation Corporation,Sikorsky S-38BB,3.0,3.0,0.0,other,4,1934
1934-05-09,English Channel,Air France,Wibault 282T-12,6.0,6.0,0.0,commercial,5,1934
1934-06-09,"Mongaup Mountain, New York",American Airways,Curtiss Condor T-32,7.0,7.0,0.0,commercial,6,1934
1934-06-11,"Junin, Argentina",Panagra,Ford 5-AT-C Tri-Motor,10.0,5.0,0.0,other,6,1934
1934-06-23,"Burbank, California",Aerevias Centrales Air Service,Lockheed Orion,1.0,1.0,0.0,commercial,6,1934
1934-07-27,"Near Tuttlingen, Germany",Swissair,Curtiss AT-32C Condor,12.0,12.0,0.0,other,7,1934
1934-08-05,"Bahia, Brazil",Air France,Latecoere 26,2.0,2.0,0.0,commercial,8,1934
1934-08-31,"Amazonia, Missouri",Rapid Air Transport,Stinson  SM-6000B,5.0,5.0,0.0,commercial,8,1934
1934-10-03,"Near Winton, Australia",Qantas,de Havilland DH-50A,3.0,3.0,0.0,other,10,1934
1934-10-19,"Bass Strait, Australia",Holyman Airways,de Havilland DH-86,11.0,11.0,0.0,commercial,10,1934
1934-11-02,"Kiapit, Australia",Holdens Air Transport Service,De Havilland DH-61,4.0,2.0,0.0,commercial,11,1934
1934-11-15,"Near Longreach, Australia",Qantas,de Havilland DH-86,4.0,4.0,0.0,other,11,1934
1934-11-15,"Near Longreach, NSW, Australia",Qantas,de Havilland DH-86,4.0,4.0,0.0,other,11,1934
1934-11-15,"Amazonia, Montana",Rapid Air Transport,Stinson SM-6000-B,2.0,2.0,0.0,commercial,11,1934
1934-12-07,"Salchau, Germany",Deutsche Lufthansa,Junkers F-13,3.0,3.0,0.0,other,12,1934
1934-12-08,"Columbia, Missouri",Braniff Airlines,Lockheed Vega 5C,1.0,1.0,0.0,commercial,12,1934
1934-12-10,"Palma Soriano, Cuba",Cubana de Aviacion,Ford 4-AT-E Tri-motor,8.0,4.0,0.0,other,12,1934
1934-12-20,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,Douglas DC-2-115A,7.0,7.0,0.0,commercial,12,1934
1934-12-22,"Sunbright, Tennessee",American Airlines,Lockheed Orion 9D,1.0,1.0,0.0,commercial,12,1934
1935-01-26,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,Consolidated Fleetster,1.0,1.0,0.0,commercial,1,1935
1935-01-31,"Stettin, Germany",Deruluft,Junkers JU-52/3m,11.0,11.0,0.0,other,1,1935
1935-03-15,"El Arish, Egypt",Misrair,de Havilland Dragon 1,6.0,3.0,0.0,other,3,1935
1935-03-29,"Off Samland, Germany",Deutsche Lufthansa,Junkers F-13,5.0,5.0,0.0,other,3,1935
1935-04-01,"Beauvais, France",Air France,Farman F-300,3.0,1.0,0.0,commercial,4,1935
1935-04-06,"Brilon, Germany",KLM Royal Dutch Airlines,Fokker F-12,7.0,7.0,0.0,commercial,4,1935
1935-05-01,"Near Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,1.0,1.0,0.0,commercial,5,1935
1935-05-18,"Flint, Michigan",Knowles Flying Service of Detroit,Ford model 4-AT-E,12.0,3.0,0.0,other,5,1935
1935-05-18,"Near Moscow, Russia",Gor'ky Eskadril'ya,Tupolev ANT-20 / I-5,50.0,50.0,2.0,other,5,1935
1935-05-27,"Glendo, Wyoming",Wyoming Air Service,Boeing 221,1.0,1.0,0.0,commercial,5,1935
1935-06-24,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Ford Tri-Motor,20.0,17.0,0.0,other,6,1935
1935-07-14,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Fokker F-XXII,20.0,6.0,0.0,commercial,7,1935
1935-07-19,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,General 102-E,2.0,2.0,0.0,commercial,7,1935
1935-07-20,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Douglas DC-2,13.0,13.0,0.0,commercial,7,1935
1935-08-14,"Near Gilmer, Texas",Delta Air Lines,Stinson Model A,4.0,4.0,0.0,commercial,8,1935
1935-08-15,"Walakpa, near Point Barrow, Alaska",Private,Lockheed Orion 9E Explorer float plane,2.0,2.0,0.0,other,8,1935
1935-09-01,"Burbank, California",Western Air Express,Boeing 247,3.0,3.0,0.0,commercial,9,1935
1935-10-02,"Off Finders Island, Victoria, Australia",Holyman Airways,de Havilland DH-86,5.0,5.0,0.0,commercial,10,1935
1935-10-07,"Near Cheyenne, Wyoming",United Air Lines,Boeing 247D,12.0,12.0,0.0,commercial,10,1935
1935-10-09,Gulf of Finland,Aero O-Y,Junkers F-13,6.0,6.0,0.0,other,10,1935
1935-10-21,"Troy, New York",Chamberlin Flying Service,Curtiss AT-32C Condor,6.0,1.0,0.0,other,10,1935
1935-10-30,"Cheyenne, Wyoming",United Air Lines,Boeing B-247-D,4.0,4.0,0.0,commercial,10,1935
1935-11-02,"Off Nhambupe, Brazil",Air France,Latécoère 28-1,4.0,4.0,0.0,commercial,11,1935
1935-11-09,"Near Juticalpa, Honduras",TACA,Ford Tri-Motor,14.0,14.0,0.0,other,11,1935
1935-11-09,"Near Fort Worth, Texas",Braniff Airlines,Lockheed Vega,1.0,1.0,0.0,commercial,11,1935
1935-11-11,"Istres, France",Air France,Latecoere 28,3.0,3.0,0.0,commercial,11,1935
1935-12-04,"Tours, France",Air Bleu,Caudron C-630 Simoun,2.0,1.0,0.0,commercial,12,1935
1935-12-10,"Croydon, England",Sabena,Savoia-Marchetti SM73,11.0,11.0,0.0,other,12,1935
1935-12-24,"Breslau, Germany",Deutsche Lufthansa,Heinkel He-70,3.0,3.0,0.0,other,12,1935
1935-12-31,"Off Alexandria, Egypt",Imperial Airways,Short Calcutta,13.0,12.0,0.0,commercial,12,1935
1936-01-14,"Goodwin, Arkansas",American Airlines,Douglas DC-2-120,17.0,17.0,0.0,commercial,1,1936
1936-01-17,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,Junkers JU-52,13.0,13.0,0.0,other,1,1936
1936-01-21,"Off Ajaccio, Corsica, France",Air France,CAMS 53,6.0,6.0,0.0,commercial,1,1936
1936-01-29,"Denton, Texas",American Airlines,Vultee V-1,6.0,1.0,0.0,commercial,1,1936
1936-02-15,South AtlantiOcean,Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal,4.0,4.0,0.0,other,2,1936
1936-03-05,"Near Tengya, China",China National Aviation Corporation,Ford 5-AT-D Tri-Motor,6.0,0.0,0.0,other,3,1936
1936-03-26,"Amemeca, Mexico",Compania de Mexico,Ford 5-AT-B Tri Motor,14.0,14.0,0.0,other,3,1936
1936-04-01,"Pavillon, New York",American Airlines,Stinson Model A,2.0,2.0,0.0,commercial,4,1936
1936-04-07,"Uniontown, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,15.0,13.0,0.0,commercial,4,1936
1936-04-11,"Port of Spain, Trinidad",Pan American Airways,Sikorsky S-42A,25.0,3.0,0.0,commercial,4,1936
1936-04-15,"Near Turin, Italy",Avio Linee Italiane,OFM F-VIIb/3m,7.0,7.0,0.0,other,4,1936
1936-04-17,Switzerland,Deutsche Lufthansa,Junkers JU-52,5.0,3.0,0.0,other,4,1936
1936-04-30,"Basel, Switzerland",Swissair,General Aviation GA-43,2.0,2.0,0.0,other,4,1936
1936-05-16,"Mount Waverley, Australia",Holyman Airways,De Havilland DH-60,2.0,2.0,0.0,commercial,5,1936
1936-06-09,"Malmo, Sweden",A B Aerotransport,Fokker F-XXII,15.0,1.0,0.0,other,6,1936
1936-06-13,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-160,6.0,1.0,0.0,other,6,1936
1936-07-31,"Off Channel Islands, Jersey",Guernsey Airways,Saro Cloud,7.0,7.0,0.0,commercial,7,1936
1936-08-02,"Mazamet, France",Air France,Wibault 280,3.0,3.0,0.0,commercial,8,1936
1936-08-05,"St. Louis, Missouri",Chicago Southern Airlines,Lockheed 10B Electra,8.0,8.0,0.0,commercial,8,1936
1936-08-06,"Choco, Colombia",SCADTA,Junkers F-13,2.0,2.0,0.0,other,8,1936
1936-08-12,"Altenkirchen, Germany",British Airways,De Havilland DH-86,2.0,2.0,0.0,commercial,8,1936
1936-08-22,"Mirabella, Greece",Imperial Airways,Short Kent,11.0,2.0,0.0,commercial,8,1936
1936-09-25,English Channel,Imperial Airways,Boulton and Paul P-71,2.0,2.0,0.0,commercial,9,1936
1936-09-28,"Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,3.0,3.0,0.0,commercial,9,1936
1936-09-29,"Napierville, Illinois",Blue Bird Air Service,Lockheed Vega 5C,4.0,4.0,0.0,commercial,9,1936
1936-11-01,"Near Tabarz, Germany",Deutsche Lufthansa,Junkers JU-52,15.0,11.0,0.0,other,11,1936
1936-11-06,Near Moscow,Deruluft,Antonov AN-9,9.0,9.0,0.0,other,11,1936
1936-11-17,"Nurnberg, Germany",Deutsche Lufthansa,Junkers JU-52/3m,16.0,4.0,0.0,other,11,1936
1936-11-19,"London, England",British Airways,Fokker F-XII,4.0,2.0,0.0,commercial,11,1936
1936-12-04,"Near Grenoble, France",Deutsche Lufthansa,Junkers JU-52/3m,6.0,6.0,0.0,other,12,1936
1936-12-07,"Off Dakar, French West Africa",Air France,Latécoère 300,5.0,5.0,0.0,commercial,12,1936
1936-12-15,"Near Salt Lake City, Utah",Western Air Express,Boeing 247D,7.0,7.0,0.0,commercial,12,1936
1936-12-18,"Kellogg, Idaho",Northwest Orient Airlines,Lockheed 10 Electra,2.0,2.0,0.0,commercial,12,1936
1936-12-19,"Near Milford, Pennsylvania",Eastern Air Lines,Douglas DC-2-112,14.0,14.0,0.0,commercial,12,1936
1936-12-23,"Near Dallas, Texas",Braniff Airways,Lockheed 10 Electra,6.0,6.0,0.0,commercial,12,1936
1936-12-27,"Newhall, California",United Air Lines,Boeing 247-D,12.0,12.0,0.0,commercial,12,1936
1937-01-12,"Near Newhall, California",Western Air Express,Boeing 247B,13.0,5.0,0.0,commercial,1,1937
1937-01-26,"Oran, Algeria",Sabena,Sabca S-73,12.0,12.0,0.0,other,1,1937
1937-02-09,"Off San Francisco, California",United Air Lines,Douglas DC-3A,11.0,11.0,0.0,commercial,2,1937
1937-02-19,"McPherson Ranges, Queensland, Australia",Airlines of Australia,Stinson Model A,7.0,5.0,0.0,commercial,2,1937
1937-03-12,"Bathurst, Gambia",Deutsche Lufthansa,Heinkel He-111V2,4.0,4.0,0.0,other,3,1937
1937-03-24,"Near Ouroux, France",Imperial Airways,Short  S-23 (flying boat),6.0,5.0,0.0,commercial,3,1937
1937-03-25,"Clifton, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,13.0,13.0,0.0,commercial,3,1937
1937-03-26,"Wetnum, Germany",Deutsche Lufthansa,Junkers JU-52/3m,6.0,2.0,0.0,other,3,1937
1937-05-20,"Stuttgart, Germany",Deutsche Lufthansa,Heinkel He-70,4.0,4.0,0.0,other,5,1937
1937-07-02,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,Lockheed 10E Electra,2.0,2.0,0.0,other,7,1937
1937-07-28,"Hal, Belgium",KLM Royal Dutch Airlines,Douglas DC-2-115L,15.0,15.0,0.0,commercial,7,1937
1937-08-02,"Wadi Halfa, Sudan",Ala Littoria,Savoia-Marchetti SM73,9.0,9.0,0.0,other,8,1937
1937-08-08,"Chilang Point, Bias Bay, China",China National Aviation Corporation,Sikorsky S-43,11.0,3.0,0.0,other,8,1937
1937-08-10,"Daytona Beach, Florida",Eastern Air Lines,Douglas DC-2,9.0,4.0,0.0,commercial,8,1937
1937-08-23,"San Luis, Argentina",Pan American Grace Airways,Douglas DC-2,3.0,3.0,0.0,commercial,8,1937
1937-08-27,"Wau, Australia",Guinea Airways,Stinson SR-7 Reliant,2.0,1.0,0.0,commercial,8,1937
1938-03-23,"Corsavy, France",Air France,Dewoitine D-338,8.0,8.0,0.0,commercial,3,1938
1937-10-01,"Phaleron Bay, Greece",Imperial Airways,Short Empire Flying Boat,14.0,2.0,0.0,commercial,10,1937
1937-10-06,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,Douglas DC-3,5.0,4.0,0.0,commercial,10,1937
1937-10-17,"Haydens Peak, Wyoming",United Air Lines,Douglas DC-3,19.0,19.0,0.0,commercial,10,1937
1937-11-12,"Mannheim, Germany",Deutsche Lufthansa,Heinkel He-111,12.0,10.0,0.0,other,11,1937
1937-11-16,"Ostende, Belgium",Sabena,Junkers JU-52/3m,11.0,11.0,0.0,other,11,1937
1937-11-26,"Croydon, London",Deutsche Lufthansa,Junkers JU-52,3.0,3.0,0.0,other,11,1937
1937-12-08,"Saint Sauveur, France",Air France,Potez 621,7.0,2.0,0.0,commercial,12,1937
1937-12-24,"Kasperske Hory, Czechoslovakia",Air France,Wibault 283-T12,3.0,3.0,0.0,commercial,12,1937
1938-01-04,"Frankfurt, Germany",Deutsche Lufthansa,Junkers JU-52/3m,6.0,6.0,0.0,other,1,1938
1938-01-11,"Pago Pago, U.S. Samoa",Pan American World Airways,Sikorsky S-42 (flying boat),7.0,7.0,0.0,commercial,1,1938
1938-02-02,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,Consolidated PBY-2 / Consolidated PBY-2,14.0,11.0,0.0,military,2,1938
1938-02-05,"Kandalaksha, Russia",TsAGI,V6 (airship),19.0,13.0,0.0,other,2,1938
1938-02-09,"Marseille, France",Air France,Lioré-et-Olivier H-242,12.0,8.0,0.0,commercial,2,1938
1938-02-09,"Guadalupe, Mexico",Mexicana,Lockheed 10 Electra,2.0,2.0,0.0,other,2,1938
1938-02-22,"Pontoise, France",Deutsche Lufthansa,Junkers JU.52,3.0,3.0,0.0,other,2,1938
1938-03-01,"Near Wawona, Cailifornia",Trans Continental and Western Air,Douglas DC-2-112,9.0,9.0,0.0,commercial,3,1938
1938-03-07,"Datia, India",Air France,Potez 621,7.0,7.0,0.0,commercial,3,1938
1938-03-08,"Somerton, Australia",Australian National Airways,De Havilland DH-60,1.0,1.0,0.0,commercial,3,1938
1938-04-12,"Near Formia, Italy",Ala Littoria,Junkers JU-52,19.0,19.0,0.0,other,4,1938
1938-05-05,"Balbuena, Mexico",Lineas Aéreas Mineras,Lockheed Vega 5B,6.0,1.0,0.0,other,5,1938
1938-05-10,"Mangere, New Zealand",United Airways of New Zealand,Lockheed 10 Electra,2.0,2.0,0.0,commercial,5,1938
1938-05-16,"Near Saugus, California",Northwest Orient Airlines,Lockheed 14-H2 Super Electra,9.0,9.0,0.0,commercial,5,1938
1938-05-22,"Sao Paulo, Brazil",Cruzeiro do Sul,Junkers JU-52/3m,17.0,2.0,0.0,other,5,1938
1938-05-24,"Cleveland, Ohio",United Air Lines,Douglas DST-A-207A,10.0,10.0,0.0,commercial,5,1938
1938-05-27,Germany,Deutsche Lufthansa,Heinkel 116,3.0,3.0,0.0,other,5,1938
1938-05-27,"Alberno Canal, BC, Canada",Ginger Coote Airways,Fairchild 51,1.0,1.0,0.0,commercial,5,1938
1938-06-08,Tanganyika,Wilson Airways,De Havilland DH-85,3.0,3.0,0.0,commercial,6,1938
1938-06-19,"Mount  Mercedario, Chile",Pan American Grace Airways,Douglas DC-2,4.0,4.0,0.0,commercial,6,1938
1938-07-08,"Billings, Montana",Northwest Orient Airlines,Lockheed 14 Super Electra,10.0,10.0,0.0,commercial,7,1938
1938-07-14,"Off Sardinia, Italy",Ala Littoria,Savoia Marchetti S-66,20.0,20.0,0.0,other,7,1938
1938-07-22,"Stulpica, Romania",LOT Polish Airlines,Lockheed 14H Super Electra,14.0,14.0,0.0,commercial,7,1938
1938-07-24,Near Bogota Colombia,Military - Colombian Army,Curtiss-Wright Hawk,1.0,1.0,52.0,military,7,1938
1938-07-27,"Kisumu, Kenya",Imperial Airways,Armstrong-Withworth Atlanta,4.0,4.0,0.0,commercial,7,1938
1938-07-29,PacifiOcean between Manila and Guam,Pan American World Airways,Martin M-130 (flying boat),15.0,15.0,0.0,commercial,7,1938
1938-08-10,"Shishijima, Japan",Dai Nippon,Douglas DF-151,6.0,6.0,0.0,other,8,1938
1938-08-13,"Kiel, Germany",CSA Czech Airlines,Savoia-Marchetti SM73,17.0,16.0,0.0,commercial,8,1938
1938-08-15,"Guanabara, Brazil",Syndicato Condor,Junkers JU-52/3m,9.0,9.0,0.0,other,8,1938
1938-08-18,"Bucharest, Romania",LOT Polish Airlines,Lockheed 14 Electra,7.0,7.0,0.0,commercial,8,1938
1938-08-18,"Montnago, Italy",Macchi,Macchi C-94,13.0,13.0,0.0,other,8,1938
1938-08-29,"Innisfail, Australia",North Queensland Airways,De Havilland DH-84,9.0,5.0,0.0,commercial,8,1938
1938-10-01,"Off Bathurst, Gambia",Deutsche Lufthansa,Dornier DO.18,4.0,4.0,0.0,other,10,1938
1938-10-01,"Grisons, Switzerland",Deutsche Lufthansa,Junkers JU-52/3m,13.0,13.0,0.0,other,10,1938
1938-10-10,"Soest, Germany",Sabena,Savbia-Marchetti  S-73P,20.0,20.0,0.0,other,10,1938
1938-10-25,"Mt. Dandenong, Australia",Australian National Airways,Douglas DC-2-112,18.0,18.0,0.0,commercial,10,1938
1938-11-02,"Somerset, England",British Airways,Lockheed 14 Electra,2.0,2.0,0.0,commercial,11,1938
1938-11-04,"Channel Islands, Jersey",Jersey Airways,de Havilland DH-86,14.0,14.0,1.0,commercial,11,1938
1938-11-14,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,Douglas DC-3,19.0,6.0,0.0,commercial,11,1938
1938-11-18,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,Lockheed 14 Electra,2.0,2.0,0.0,commercial,11,1938
1938-11-27,"Bagdad, Iraq",Imperial Airways,Short Empire Flying Boat,6.0,4.0,0.0,commercial,11,1938
1938-11-29,"Off Point Reyes, California",United Air Lines,Douglas DC 3-A-SB-3-G-14,7.0,7.0,0.0,commercial,11,1938
1938-12-08,"Off Kubashima, Japan",Japan Aviation Corporation,Nakajima DC-2,12.0,10.0,0.0,other,12,1938
1938-12-09,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Lockheed 14-WF62 Super Electra,4.0,4.0,0.0,commercial,12,1938
1938-12-12,"Darwin, Australia",Qantas,Short S23 ‘C’ Class flying boat,13.0,13.0,0.0,other,12,1938
1939-01-07,"Paris, France",Swissair,Douglas DC-2-115B,9.0,5.0,0.0,other,1,1939
1939-01-13,"Miles City, Montana",Northwest Orient Airlines,Lockheed 14-H Super Electra,4.0,4.0,0.0,commercial,1,1939
1939-01-13,"Rio de Janeiro, Brazil",Syndicato Condor,Junkers JU-52/3m,9.0,9.0,0.0,other,1,1939
1939-01-21,AtlantiOcean between N.Y. and Bermuda,Imperial Airways,Short S-23 (flying boat),13.0,3.0,0.0,commercial,1,1939
1939-02-24,Mediterranean Sea,Deutsche Lufthansa,Junkers JU-52/3m,10.0,10.0,0.0,other,2,1939
1939-03-14,"Haren, Belgium",Sabena,Junkers JU-52,3.0,3.0,0.0,other,3,1939
1939-03-16,"Manzanares, Colombia",Deutsche Lufthansa,Junkers JU-86,8.0,8.0,0.0,other,3,1939
1939-03-18,"Near Adler, Washington",Boeing Aircraft Company,Boeing 307 Stratoliner,10.0,10.0,0.0,other,3,1939
1940-08-09,"Hannover, Germany",Deutsche Lufthansa,Douglas DC-2-115H,13.0,2.0,0.0,other,8,1940
1939-03-26,"Oklahoma City, Oklahoma",Braniff Airlines,Douglas DC-2-112,12.0,8.0,0.0,commercial,3,1939
1939-04-03,"Near Marrakech, Morocco",Air France,Caudron C.635 Simoun,9.0,9.0,0.0,commercial,4,1939
1939-05-01,Mocambique,Imperial Airways,Short Empire Flying Boat,6.0,2.0,0.0,commercial,5,1939
1939-05-02,"Near Marrakech, Morocco",Air France,Dewoitine D-338,9.0,9.0,0.0,commercial,5,1939
1939-05-08,"Guayaquil, Ecuador",Military - Ecuadorian Air Force,Curtiss-Wright C-14 Osprey,1.0,1.0,22.0,military,5,1939
1939-06-10,"Vlissingen, The Netherlands",KLM Royal Dutch Airlines,Koolhoven FK.43,3.0,3.0,0.0,commercial,6,1939
1939-07-20,"Konstanz, Switzerland",Swissair,Junkers JU86 Z-2,6.0,6.0,0.0,other,7,1939
1939-08-04,"Barcelona, Spain",Deutsche Lufthansa,Junkers JU-52/3m,7.0,7.0,0.0,other,8,1939
1939-08-13,"Rio de Janerio, Brazil",Pan American World Airways,Sikorsky S43 (flying boat),16.0,14.0,0.0,commercial,8,1939
1939-08-15,"Off Copenhagen, Denmark",British Airways,Lockheed 10 Electra,6.0,5.0,0.0,commercial,8,1939
1939-08-28,"Lahore, India",Indian National Airways,De Havilland D-84,2.0,2.0,0.0,commercial,8,1939
1939-08-30,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-52/3m,7.0,7.0,0.0,other,8,1939
1939-12-18,South of Gibraltar,Iberia Airlines,Junkers JU-52,10.0,10.0,0.0,commercial,12,1939
1939-12-21,Off Malta-Luqa,Imperial Airways,Lockheed 14 Super Electra,11.0,5.0,0.0,commercial,12,1939
1939-12-24,"Mogador, Morocco",Linee Aeree Italiane,Savoia-Marchetti SM83,7.0,7.0,0.0,other,12,1939
1940-01-15,"Denpasar, Indonesia",KNILM,Lockheed 14 Super Electra,9.0,8.0,0.0,other,1,1940
1940-03-01,Gulf of Oman,Imperial Airways,Handley Page HP-42,8.0,8.0,0.0,commercial,3,1940
1940-04-22,"Near Loch Lomond, Scotland",British Overseas Airways,Lockheed 14 Super Electra,3.0,3.0,0.0,commercial,4,1940
1940-06-14,"Off Prangli Island, Gulf of Finland, Estonia",Aero O-Y,Junkers JU-52/3mge,9.0,9.0,0.0,other,6,1940
1940-06-20,"Near Ouistreham, France",Air France,Dewoitine D-338,1.0,1.0,0.0,commercial,6,1940
1940-08-31,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,Douglas DC-3,25.0,25.0,0.0,commercial,8,1940
1940-10-29,"Near Changyi, China",China National Aviation Corporation,Douglas DC-2,14.0,9.0,0.0,other,10,1940
1940-10-29,"Berlin, Germany",Deutsche Lufthansa,Douglas DC-3,15.0,2.0,0.0,other,10,1940
1940-11-04,"Near Centerville, Utah",United Air Lines,Douglas DC-3,10.0,10.0,0.0,commercial,11,1940
1940-11-27,Mediterranean Sea,Air France,Farman F-224,6.0,6.0,0.0,commercial,11,1940
1940-12-04,"Chicago, Illinois",United Air Lines,Douglas DC-3A,16.0,10.0,0.0,commercial,12,1940
